0;0;0;0;land;false;unknown;0
1;209;200;238;land;true;plains;1
2;250;119;162;land;false;hills;1
3;232;164;146;land;false;marsh;1
4;220;210;151;land;false;plains;1
5;178;241;179;land;false;desert;1
6;102;209;225;land;false;plains;1
7;214;254;228;land;false;plains;1
8;224;139;226;land;false;plains;1
9;135;246;241;land;false;mountain;1
10;223;246;44;land;false;plains;1
11;254;192;235;land;false;hills;1
12;247;145;188;land;false;hills;1
13;185;177;199;land;false;hills;1
14;155;104;245;land;false;mountain;1
15;215;99;205;land;false;plains;1
16;209;231;93;land;true;plains;1
17;224;251;190;land;true;plains;1
18;222;136;215;land;false;plains;1
19;179;114;233;land;true;plains;1
20;242;228;195;land;false;desert;1
21;216;92;244;land;false;hills;1
22;88;224;209;land;false;hills;1
23;217;181;122;land;false;plains;1
24;215;208;241;land;false;hills;1
25;211;152;207;land;false;plains;1
26;177;228;181;land;true;plains;1
27;251;146;170;land;false;plains;1
28;201;249;249;land;false;plains;1
29;225;254;145;land;false;desert;1
30;246;209;112;land;false;plains;1
31;181;140;211;land;false;plains;1
32;247;183;177;land;false;desert;1
33;200;188;206;land;false;plains;1
34;215;230;145;land;false;hills;1
35;212;69;248;land;false;plains;1
36;211;239;230;land;true;plains;1
37;174;244;84;land;false;hills;1
38;253;248;111;land;false;plains;1
39;196;188;150;land;false;plains;1
40;90;242;180;land;false;plains;1
41;56;216;249;land;false;plains;1
42;170;240;119;land;true;plains;1
43;209;107;199;land;false;mountain;1
44;252;225;250;land;false;plains;1
45;153;226;243;land;false;hills;1
46;59;216;245;land;false;desert;1
47;160;195;188;land;false;plains;1
48;142;166;200;land;false;hills;1
49;38;232;234;land;false;hills;1
50;141;175;214;land;false;plains;1
51;152;218;143;land;false;plains;1
52;202;249;192;land;false;plains;1
53;240;230;213;land;false;mountain;1
54;153;226;230;land;false;plains;1
55;213;209;137;land;false;hills;1
56;193;136;177;land;false;plains;1
57;223;201;78;land;false;plains;1
58;243;216;145;land;false;hills;1
59;20;245;248;land;false;plains;1
60;152;246;190;land;false;mountain;1
61;19;241;247;land;true;plains;1
62;205;179;174;land;false;desert;1
63;203;98;251;land;true;plains;1
64;71;241;242;land;false;plains;1
65;157;221;240;land;false;hills;1
66;242;91;214;land;false;mountain;1
67;177;187;218;land;false;hills;1
68;182;250;183;land;false;plains;1
69;226;188;201;land;true;plains;1
70;185;223;205;land;false;hills;1
71;251;102;207;land;true;plains;1
72;84;253;250;land;false;hills;1
73;179;162;251;land;false;plains;1
74;203;198;235;land;false;hills;1
75;251;202;59;land;false;plains;1
76;56;254;197;land;false;hills;1
77;70;204;241;land;false;hills;1
78;228;178;117;land;false;plains;1
79;238;222;133;land;true;hills;1
80;123;233;170;land;false;hills;1
81;201;229;72;land;false;hills;1
82;241;147;140;land;false;plains;1
83;129;245;246;land;false;desert;1
84;210;204;169;land;false;plains;1
85;158;253;186;land;false;desert;1
86;203;129;242;land;false;hills;1
87;213;148;236;land;false;plains;1
88;230;80;210;land;true;plains;1
89;160;190;244;land;true;plains;1
90;207;134;224;land;true;plains;1
91;126;202;202;land;false;mountain;1
92;209;117;208;land;false;mountain;1
93;227;96;197;land;true;plains;1
94;138;197;168;land;false;plains;1
95;151;124;232;land;false;hills;1
96;100;187;215;land;false;desert;1
97;254;72;223;land;true;plains;1
98;227;132;223;land;false;plains;1
99;171;199;160;land;false;hills;1
100;243;202;244;land;false;hills;1
101;234;239;138;land;false;mountain;1
102;239;201;85;land;true;plains;1
103;131;247;236;land;true;plains;1
104;212;103;202;land;false;desert;1
105;250;213;202;land;false;hills;1
106;246;252;9;land;false;plains;1
107;220;191;130;land;false;plains;1
108;238;158;199;land;false;hills;1
109;243;58;228;land;false;plains;1
110;183;247;227;land;false;hills;1
111;250;159;221;land;false;mountain;1
112;218;131;165;land;true;plains;1
113;145;156;229;land;true;plains;1
114;121;240;158;land;true;plains;1
115;217;138;216;land;false;plains;1
116;243;87;224;land;false;desert;1
117;201;237;126;land;false;mountain;1
118;248;237;243;land;false;plains;1
119;152;138;244;land;false;plains;1
120;198;144;179;land;false;hills;1
121;114;237;162;land;true;marsh;1
